ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
1087	chico	CA	39.7	-121.8	14.7559633	71.67958716	1.623220774	300.1264038	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1088	Longmont	CO	40.2	-105.1	7.221100917	32.97201835	0.616823138	1912.255859	One-family house detached from any other house	3
1089	Central City	IA	42.2	-91.7	8.786391437	68.48990826	0.913802242	275.0544434	One-family house detached from any other house	4
1090	Watertown	NY	44.0	-75.9	6.318195719	86.9851682	1.566247731	393.6227722	One-family house detached from any other house	2
1091	Worcester	MA	42.2	-71.8	8.581116208	98.13524465	2.157934581	170.2480621	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1092	clarksville	TN	36.6	-87.3	14.48486239	103.6948777	1.206806481	178.9272156	One-family house detached from any other house	3
1093	Centralia	IL	38.5	-89.0	13.29954128	85.90045872	1.10686705	146.5675049	One-family house detached from any other house	2
1094	Los Angeles	CA	34.1	-118.3	13.37056575	39.35022936	1.220434586	619.3668823	One-family house detached from any other house	4
1095	Cedar Rapids	IA	42.0	-91.6	8.786391437	68.48990826	1.016770145	275.0544434	One-family house detached from any other house	4
1096	Petersham	MA	42.4	-72.2	8.466131498	97.69151376	2.191815567	213.2661133	One-family house detached from any other house	2
1097	Buffalo	NY	43.0	-78.8	8.183027523	78.44388379	1.065982742	285.7919312	One-family house detached from any other house	4
1098	Ann Arbor	MI	42.3	-83.8	9.459633028	65.69365443	1.064468505	253.6655579	One-family house detached from any other house	3
1099	Rochester	MN	44.1	-92.6	6.783639144	59.71819572	1.044594181	350.5422363	One-family house detached from any other house	2
1100	San Diego	CA	32.9	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1101	Effingham	IL	39.1	-88.5	12.35688073	82.25787462	1.090589041	184.4180603	One-family house detached from any other house	4
1102	San Angelo	TX	31.4	-100.4	18.3766055	40.56857798	0.634993944	630.994751	Duplex or two-family house (designed for two families)	3
1103	chicago	IL	41.8	-87.8	9.759174312	71.12874618	NA	193.5566711	One-family house detached from any other house	3
1104	Lexington	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	3
1105	Statesville	NC	35.8	-81.1	15.03088685	98.2733945	1.682843725	330.7252808	One-family house detached from any other house	3
1106	petal	MS	31.4	-89.2	18.84441896	120.4029052	2.133517574	69.55110931	One-family house detached from any other house	3
1107	Minneapolis	MN	45.0	-93.2	6.540137615	59.26934251	0.919291337	278.4336243	Duplex or two-family house (designed for two families)	2
1108	Rolla	MO	38.0	-91.7	13.20481651	80.56085627	1.299174744	332.3847351	One-family house detached from any other house	5
1109	Arlington	VA	38.9	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	"High rise apartment (multiple units, with 5 or more stories)"	1
1110	Grand Isle	VT	44.7	-73.4	6.708715596	74.17110092	0.948629619	70.81639099	One-family house detached from any other house	1
1111	Goshen	IN	41.6	-85.8	9.789831804	74.87866972	1.100431555	256.8083191	One-family house detached from any other house	3
1112	Raleigh	NC	35.9	-78.5	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
1113	Renton	WA	47.5	-122.1	11.17285933	85.4941896	2.186705014	144.7330322	One-family house detached from any other house	6 or more
1114	Louisville	KY	38.2	-85.8	13.52308869	93.08256881	1.143208663	181.5480499	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1115	Chicago	IL	42.0	-87.7	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	4
1116	San Mateo	CA	37.5	-122.3	14.09617737	41.10183486	2.266391583	115.6696014	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1117	Crystal River	FL	28.9	-82.6	21.68035168	114.6341743	1.467822536	7.022120476	One-family house detached from any other house	2
1118	Waukesha	WI	43.0	-88.3	7.849541284	67.24885321	1.089074804	257.2883301	One-family house detached from any other house	4
1119	Aurora	NY	42.7	-76.7	8.191819572	72.96857798	1.539370082	217.5294495	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1120	Lexington	KY	38.0	-84.5	12.78448012	93.83784404	1.278921863	269.7555542	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1121	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	2
1122	Des Moines	IA	41.5	-93.7	9.632492355	67.21873089	0.964907635	290.4547119	One-family house detached from any other house	4
1123	Briarcliff Manor	NY	41.2	-73.8	10.60825688	101.411315	1.980012111	127.7934723	One-family house detached from any other house	4
1124	Centerbrook	CT	41.3	-72.4	9.954969419	99.29663609	1.971873108	45.68435287	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
1125	Pagosa Springs	CO	37.3	-107.1	4.289525994	35.80244648	1.234630528	2425.600098	A mobile home	2
1126	Manteo	NC	35.9	-75.7	16.28203364	109.3341743	NA	1.098220229	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1127	Westlake	OH	41.5	-82.0	9.56146789	75.65718654	NA	283.1663818	One-family house detached from any other house	3
1128	Williamstown	NJ	39.7	-75.0	12.40282875	91.6633792	1.464604782	25.62282181	One-family house detached from any other house	4
1129	Kalamazoo	MI	42.3	-85.6	9.557568807	76.51819572	1.080746513	251.7613831	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1130	Round Rock	TX	30.5	-97.7	19.32316514	63.89571865	0.917398545	266.2280579	One-family house detached from any other house	4
1131	Shawnee	KS	39.0	-94.9	12.5912844	79.44044343	1.102135071	272.7763977	One-family house detached from any other house	5
1132	Spring Valley	CA	32.7	-117.0	16.81697248	22.42683486	0.919669899	103.6060028	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1133	Seattle	WA	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1134	Indianapolis	IN	39.9	-86.3	11.55114679	84.20955657	0.90433828	247.0333405	One-family house detached from any other house	3
1135	Efland	NC	36.1	-79.2	14.44793578	93.73470948	1.297092668	190.2480621	One-family house detached from any other house	3
1136	Southbridge	MA	42.1	-72.0	8.466131498	97.69151376	1.849030885	213.2661133	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1137	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	4
1138	West Lawn	PA	40.3	-76.0	10.14472477	96.19541284	1.540884316	149.9255524	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1139	New Orleans	LA	30.0	-90.1	20.2588685	128.8316514	2.336803457	2.883951902	Duplex or two-family house (designed for two families)	3
1140	Bellevue	WA	47.6	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	5
1141	Oakland	CA	37.8	-122.2	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	3
1142	Van Nuys	CA	34.2	-118.5	13.37056575	39.35022936	0.314922775	619.3668823	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1143	new york	NY	40.7	-74.0	11.15	97.4837156	2.213204125	60.80302048	"High rise apartment (multiple units, with 5 or more stories)"	1
1144	South Haven	MN	45.3	-94.3	6.272400612	55.85558104	0.875189278	329.8183289	One-family house detached from any other house	4
1145	Panorama City	CA	34.2	-118.5	13.37056575	39.35022936	0.314922775	619.3668823	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1146	Rome	GA	34.3	-85.1	15.66620795	118.7213303	2.213582673	239.2244415	Duplex or two-family house (designed for two families)	2
1147	Nine Mile Falls	WA	47.7	-117.5	8.249311927	29.8470948	1.579497278	702.918335	One-family house detached from any other house	4
1148	Salt Lake City	UT	40.8	-111.9	6.855657492	47.03340979	0.75726832	1931.035034	One-family house detached from any other house	4
1149	Los Altos	CA	37.4	-122.1	13.79136086	51.00313456	2.266391583	253.009201	One-family house detached from any other house	3
1150	Siler City	NC	35.8	-79.3	14.88906728	97.33899083	1.297092668	136.7336121	One-family house detached from any other house	2
1151	Bar Harbor	ME	44.4	-68.3	6.625917431	93.48463303	2.259198961	38.98293686	One-family house detached from any other house	3
1152	Clinton	TN	36.1	-84.1	13.31544343	112.3767584	1.977740765	463.2702637	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1153	Frisco	TX	33.1	-96.8	18.26253823	79.21972477	0.778656872	194.1074982	One-family house detached from any other house	4
1154	Longmont	CO	40.2	-105.1	7.221100917	32.97201835	0.343314657	1912.255859	One-family house detached from any other house	3
1155	Hillsdale 	NJ	41.0	-74.0	9.651223242	104.2791284	2.213204125	196.3524933	One-family house detached from any other house	3
1156	Boulder	CO	40.0	-105.3	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	4
1157	Murray	UT	40.7	-111.9	6.855657492	47.03340979	0.75726832	1931.035034	Duplex or two-family house (designed for two families)	2
1158	Bayonne 	NJ	40.7	-74.1	11.15	97.4837156	2.213204125	60.80302048	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1159	Ashburn	VA	39.0	-77.5	12.51139144	88.78639144	1.25412629	137.5811157	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1160	raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1161	Tinton Falls	NJ	40.3	-74.1	11.50688073	97.69892966	1.916603583	30.44665909	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1162	Clarence	IL	40.5	-88.0	11.13723242	78.97140673	0.96831466	210.2169495	One-family house detached from any other house	2
1163	Madison	NJ	40.8	-74.4	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	4
1164	Durham	NC	36.0	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	2
1165	Olathe	KS	38.9	-94.8	13.17729358	80.94074924	1.102135071	304.1794434	One-family house detached from any other house	5
1166	Bermuda Dunes	CA	33.7	-116.3	19.14327217	12.92752294	0.121290128	567.0177612	One-family house detached from any other house	3
1167	Brooklyn	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1168	Redding	CA	40.6	-122.4	15.58409786	81.6911315	1.407063904	448.0766602	One-family house detached from any other house	3
1169	Davis	CA	38.5	-121.8	15.42813456	41.17079511	0.94541187	15.96166706	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1170	Arlington	VA	38.9	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1171	Vancouver	WA	45.6	-122.6	10.72392966	91.80917431	2.774417026	120.6025009	One-family house detached from any other house	2
1172	Long Beach 	CA	33.8	-118.2	16.55206422	24.44931193	1.220434586	35.27723312	"High rise apartment (multiple units, with 5 or more stories)"	2
1173	Crane Hill	AL	34.1	-87.0	16.19992355	114.6098624	1.309395824	218.1261139	One-family house detached from any other house	3
1174	Blacksburg	VA	37.2	-80.5	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	3
1175	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1176	New York	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1177	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1178	Goldsboro	NC	35.5	-78.0	16.24013761	104.7938838	1.19734252	46.48333359	One-family house detached from any other house	3
1179	New Orleans	LA	29.9	-90.1	20.60412844	127.4941131	2.336803457	1.143264055	One-family house detached from any other house	3
1180	New Orleans	LA	30.0	-90.1	20.2588685	128.8316514	2.336803457	2.883951902	One-family house detached from any other house	3
1181	Irving	TX	32.9	-97.0	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	2
1182	Milford 	PA	41.3	-74.9	8.993654434	99.50672783	2.081655058	268.7194519	One-family house detached from any other house	4
1183	Cumberland	MD	39.7	-78.7	10.97400612	86.025	1.896729252	486.1616516	One-family house detached from any other house	4
1184	Raleigh	NC	35.7	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1185	Stafford	NY	43.0	-78.1	7.579357798	73.87438838	1.286303754	415.671936	One-family house detached from any other house	3
1186	Middletown	MD	39.5	-77.5	12.68478593	84.65328746	1.209267119	163.789444	One-family house detached from any other house	4
1187	Alexandria	VA	38.8	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	"High rise apartment (multiple units, with 5 or more stories)"	2
1188	Erie	PA	42.1	-80.1	9.101911315	78.14487768	1.72410661	188.9750061	One-family house detached from any other house	3
1189	New Canton	VA	37.7	-78.3	14.27522936	84.47683486	1.514006662	113.5241699	One-family house detached from any other house	3
1190	Windermere	FL	28.5	-81.6	22.28088685	107.5657492	2.152256217	36.41972351	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1191	Acton	MA	42.5	-71.4	8.609633028	89.07270642	1.966573293	59.06277847	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1192	Weston	MA	42.4	-71.3	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	2
1193	Cincinnati	OH	39.3	-84.4	11.8	81.8867737	1.217216843	239.0194397	One-family house detached from any other house	4
1194	Portola Valley	CA	37.4	-122.2	13.79136086	51.00313456	2.266391583	253.009201	One-family house detached from any other house	5
1195	Revere	MA	42.4	-71.0	9.383715596	94.2704893	NA	22.84713936	"High rise apartment (multiple units, with 5 or more stories)"	1
1196	cardiff-by-the-Sea	CA	33.0	-117.3	16.05298165	31.79816514	1.389839487	248.2855225	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1197	Binghamton	NY	42.1	-75.9	8.101834862	80.81727829	1.558298004	406.1041565	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1198	Los Angeles	CA	34.1	-118.3	13.37056575	39.35022936	1.220434586	619.3668823	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1199	Lakewood	CA	33.9	-118.1	16.55206422	24.44931193	1.220434586	35.27723312	One-family house detached from any other house	3
1200	East Meredith	NY	42.4	-74.9	6.422400612	97.06659021	1.779186852	611.4335938	One-family house detached from any other house	5
1201	East Lansing	MI	42.7	-84.5	8.400764526	64.10405199	1.072228953	265.9377747	One-family house detached from any other house	3
1202	Pittsburgh	PA	40.4	-80.0	10.59304281	88.16972477	1.641202297	330.4186096	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1203	Levittown	PA	40.2	-74.8	11.35496942	95.97515291	2.082980009	41.57500076	One-family house detached from any other house	4
1204	Seattle	WA	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	5
